raw_query,cleaned_query,topic,topic_label,topic_label_final
where could i get the invoices from november?,where could i get the invoices from november?,11,Invoice Retrieval,Invoice Retrieval
where could i get the invoices?,where could i get the invoices?,24,Invoice Retrieval,Invoice Retrieval
where could i leave a review for your services?,where could i leave a review for your services?,23,Leaving a Review,Leaving a Review
where could i make a purchase?,where could i make a purchase?,21,Buying Assistance,Buying Assistance
where could i make an order?,where could i make an order?,9,Order Modifications,Order Modifications
where could i receive ur company newsletter,where could i receive your company newsletter,18,Newsletter Management,Newsletter Management
where could i recover my password?,where could i recover my password?,16,Password Recovery,Password Recovery
where could i report a registration issue?,where could i report a registration issue?,19,Registration Help & Issues,Registration Help & Issues
where could i report an issue with payment?,where could i report an issue with payment?,17,Payment Issues Assistance,Payment Issues Assistance
where could i report issues with payments?,where could i report issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
where could i report registration issues?,where could i report registration issues?,19,Registration Help & Issues,Registration Help & Issues
where could i set a different shipping address up?,where could i set a different shipping address up?,0,Change Delivery Address,Change Delivery Address
where could i set another shipping address up?,where could i set another shipping address up?,0,Change Delivery Address,Change Delivery Address
where could i set up another shipping address?,where could i set up another shipping address?,0,Change Delivery Address,Change Delivery Address
where could i subscribe to ur company newsletter,where could i subscribe to your company newsletter,18,Newsletter Management,Newsletter Management
where could i switch to another account?,where could i switch to another account?,14,Switching Accounts,Switching Accounts
where could i track an order?,where could i track an order?,2,Order Tracking,Order Tracking
where could i track my order?,where could i track my order?,2,Order Tracking,Order Tracking
where could i track the refund?,where could i track the refund?,15,Refunds Related Help,Refunds Related Help
where do i buy a few of your item?,where do i buy a few of your item?,21,Buying Assistance,Buying Assistance
where do i buy several of your item?,where do i buy several of your item?,21,Buying Assistance,Buying Assistance
where do i buy some items?,where do i buy some items?,21,Buying Assistance,Buying Assistance
where do i buy some of your item?,where do i buy some of your item?,21,Buying Assistance,Buying Assistance
where do i cancel the company newsletter subscription?,where do i cancel the company newsletter subscription?,18,Newsletter Management,Newsletter Management
where do i change my shipping address?,where do i change my shipping address?,0,Change Delivery Address,Change Delivery Address
where do i change the shipping address?,where do i change the shipping address?,0,Change Delivery Address,Change Delivery Address
where do i change user?,where do i change user?,26,Changing User Profiles,Changing User Profiles
where do i check at what time customer service available is?,where do i check at what time customer service available is?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
where do i check how long the delivery takes?,where do i check how long the delivery takes?,22,Delivery Time Inquiry,Delivery Time Inquiry
where do i check how soon can i expect the item?,where do i check how soon can i expect the item?,22,Delivery Time Inquiry,Delivery Time Inquiry
where do i check if there is anything new on my refund?,where do i check if there is anything new on my refund?,15,Refunds Related Help,Refunds Related Help
where do i check if there is anything wrong with my refund?,where do i check if there is anything wrong with my refund?,15,Refunds Related Help,Refunds Related Help
